state_rate_area,plan_id,state,metal_level,rate,rate_area
IA 6,24271NV0515102,IA,Gold,271.69,6
SC 35,58154NN6706478,SC,Gold,365.18,35
MI 2,21262OR3381910,MI,Silver,284.75,2
SC 9,33120VO4553287,SC,Silver,295.12,9
FL 57,71025QZ6887528,FL,Bronze,267.72,57
SC 34,44336VX7211501,SC,Silver,306.2,34
WI 14,82001WU8521163,WI,Silver,334.05,14
SC 10,43260BD6577379,SC,Silver,286.88,10
TN 4,24266MX1052337,TN,Bronze,149.01,4
AR 6,00516XN0088386,AR,Bronze,231.32,6
WI 12,53265MP6986414,WI,Silver,383.29,12
FL 62,30467HP1816762,FL,Silver,282.57,62
FL 4,16323YH3879821,FL,Silver,330.13,4
MI 12,08949QP0286335,MI,Gold,360.95,12
SC 11,05488TK5042409,SC,Silver,283.9,11
SC 13,69784EU3795830,SC,Silver,494.25,13
MT 4,45685SU3282947,MT,Catastrophic,169.39,4
FL 5,32696QG1442950,FL,Gold,422.02,5
SC 43,02406YT5418742,SC,Silver,271.49,43
TX 3,97559VY9226226,TX,Silver,281.84,3
WI 14,11801SW7625671,WI,Silver,277.81,14
UT 3,60954ZL8953564,UT,Silver,226.87,3
WI 16,89371RZ3166651,WI,Silver,353.1,16
FL 24,62696EK7820882,FL,Catastrophic,266.46,24
GA 8,94938XS9760769,GA,Gold,331.6,8
FL 2,18144WC0132181,FL,Silver,421.28,2
TX 9,56472IB2287744,TX,Silver,258.44,9
WI 9,26670IF4726841,WI,Gold,393.42,9
MO 7,87961ZD5023545,MO,Silver,303.55,7
WI 14,72588DS9804446,WI,Platinum,508.86,14
MS 4,49772UT8406195,MS,Catastrophic,251.97,4
MI 2,56739HU0629927,MI,Bronze,188.99,2
OH 7,30619TF6528075,OH,Gold,386.08,7
WI 12,78584UK1952836,WI,Silver,360.28,12
FL 40,78839EL6057655,FL,Gold,419.94,40
GA 11,42860JI7280650,GA,Silver,290.6,11
UT 6,81638VS0400355,UT,Gold,349.39,6
IN 11,54139YE2223688,IN,Gold,443.53,11
NC 9,78803VO8872093,NC,Silver,352.77,9
FL 30,94112CV2085058,FL,Silver,247.51,30
IL 4,53540BJ5857290,IL,Bronze,211.67,4
OR 4,74716MC1979433,OR,Silver,264,4
TN 6,48189RH4571342,TN,Bronze,177.71,6
WI 12,20368UE4433544,WI,Silver,402.53,12
OH 4,15526AP6734070,OH,Bronze,391.53,4
LA 1,30173YE6269126,LA,Platinum,461.23,1
GA 13,13067VP5467330,GA,Platinum,516.55,13
SC 43,04466RD8250180,SC,Silver,330.08,43
OH 2,79608ZG9823150,OH,Platinum,587.65,2
OR 6,73814RJ6509641,OR,Silver,296,6
AL 6,41936DT6691901,AL,Bronze,214.79,6
VA 12,31219JG6712328,VA,Catastrophic,154.14,12
PA 6,42621EC8281706,PA,Silver,334.68,6
FL 20,11678JJ3415212,FL,Silver,370.96,20
AZ 5,27483OY4601957,AZ,Bronze,333.98,5
SC 36,87772IU4243882,SC,Gold,606.32,36
OH 13,61904MC8458633,OH,Silver,285.52,13
FL 55,06936FU2836009,FL,Gold,305.57,55
TN 6,62637ZB8526059,TN,Bronze,304.09,6
OH 15,29125FT1489916,OH,Silver,293.61,15
SC 39,59649TJ5149666,SC,Catastrophic,245.33,39
OR 6,04679QJ2697751,OR,Bronze,239,6
TX 5,48563GZ8911823,TX,Bronze,193.22,5
GA 15,73332CV4753573,GA,Bronze,400.89,15
IN 15,05030VG6133151,IN,Silver,332.78,15
FL 50,53986AL6133021,FL,Bronze,336.61,50
PA 3,54305DJ6458018,PA,Platinum,388.42,3
WI 12,67764FT4937520,WI,Bronze,347.18,12
GA 15,92930GP6813489,GA,Catastrophic,236.34,15
FL 21,43088JT2908692,FL,Platinum,495.15,21
SC 38,13458WW5958439,SC,Gold,290.21,38
FL 57,31506RA2396294,FL,Gold,425.66,57
GA 10,15214VV0385401,GA,Bronze,225.4,10
MT 3,63903ET9794370,MT,Bronze,231.96,3
IL 1,49199GJ8364095,IL,Bronze,256.29,1
WI 15,25365DP9726221,WI,Bronze,265.19,15
MI 10,31732FY6931629,MI,Bronze,278.77,10
TN 6,59960BW8906385,TN,Silver,231.61,6
WI 1,33275NW5906144,WI,Bronze,324.82,1
GA 15,02352YK3781935,GA,Gold,585.97,15
IN 16,45142MQ6542893,IN,Bronze,168.41,16
FL 49,73419LU4334169,FL,Silver,393.65,49
FL 51,34968XG8213450,FL,Platinum,487.55,51
SD 3,90697DO8070364,SD,Silver,270.13,3
AZ 4,99726IW8718671,AZ,Gold,293.31,4
TX 12,52959ZP7289542,TX,Bronze,178.27,12
IN 7,71837VB5123992,IN,Bronze,261.19,7
OK 1,64450OU4763044,OK,Silver,254.05,1
MI 1,31379IR5131297,MI,Silver,355.72,1
WI 12,52589FB9368136,WI,Gold,392.08,12
MI 13,96860PD0569186,MI,Gold,402.48,13
TX 8,27284OP1865260,TX,Silver,358.46,8
SC 16,30376BR3806396,SC,Silver,297.67,16
WI 14,90174RC7825269,WI,Silver,333.12,14
IL 9,32583QF0738795,IL,Gold,332.21,9
PA 1,10070DF0573257,PA,Gold,319.2,1
SC 3,93051WX9405616,SC,Silver,298.86,3
WI 9,54107EN5898113,WI,Silver,366.37,9
ME 3,81850NR5112157,ME,Bronze,318.5,3
SC 20,08588QO0823890,SC,Silver,291.19,20
WI 4,97198FY8155427,WI,Bronze,285.99,4
SD 2,51491LH6709588,SD,Gold,328.04,2
SC 24,55916KG3586171,SC,Silver,307,24
TX 9,58168WS1221201,TX,Bronze,188.66,9
MI 15,85277MP6668256,MI,Bronze,239.67,15
SC 22,70974JL0183284,SC,Silver,309.28,22
FL 29,37846UC6297581,FL,Gold,402.82,29
NC 6,17875WG9627638,NC,Bronze,249.34,6
MI 16,38741CU9480122,MI,Platinum,594.23,16
AZ 7,45102VC8890238,AZ,Silver,304.32,7
AL 5,63824UC8884074,AL,Bronze,206.72,5
SC 7,44302RJ8961865,SC,Platinum,635.01,7
NC 11,56157ER2826239,NC,Silver,315.24,11
OH 4,15279FD8112472,OH,Silver,335.1,4
WI 15,71100NW3959465,WI,Platinum,435.59,15
KS 2,35749ST4889599,KS,Gold,283.68,2
FL 61,34560FN3967591,FL,Gold,401.96,61
SC 29,29519DE4080811,SC,Bronze,263.5,29
SC 10,36657WN5661553,SC,Silver,281.66,10
WI 6,60318WT6813228,WI,Bronze,267.95,6
FL 53,55311YQ1382153,FL,Silver,473.34,53
UT 3,32560JT3991972,UT,Bronze,183.74,3
WI 1,37193QC0798862,WI,Silver,328.92,1
FL 12,56706SY8655123,FL,Platinum,472.94,12
ND 1,55284SR4731158,ND,Silver,314.78,1
FL 9,15663XW8562669,FL,Silver,289.1,9
FL 5,82067DL1892118,FL,Gold,407.85,5
FL 17,40696WP7412695,FL,Platinum,461.07,17
FL 60,80117IN8042110,FL,Silver,367.78,60
IN 8,56610CB8174634,IN,Catastrophic,206.55,8
MI 16,40901JN5529345,MI,Bronze,275.13,16
TX 11,74010UO3098230,TX,Gold,394.97,11
OH 15,44743OT6712699,OH,Catastrophic,183.98,15
ME 1,09094MS5181256,ME,Gold,353.2,1
NE 2,11871JN5435608,NE,Gold,428.66,2
FL 67,03684NN6085616,FL,Platinum,440.14,67
SC 10,31882UX1181306,SC,Gold,330.94,10
SC 18,55796TE8977837,SC,Catastrophic,236.42,18
TX 7,47197XD3636504,TX,Platinum,467.54,7
OH 12,02770NR7801511,OH,Bronze,235.08,12
TX 24,47947HT6357188,TX,Platinum,337.32,24
OH 11,95930TG2863360,OH,Silver,367.2,11
ME 3,17734KW8088112,ME,Bronze,323.91,3
FL 48,86940XI5711041,FL,Bronze,267.72,48
WY 2,42641AM3150102,WY,Bronze,360.3,2
WI 10,83340UC7266478,WI,Silver,351.6,10
MI 2,81459LX0902101,MI,Silver,248.84,2
IN 14,59510YO6357528,IN,Catastrophic,204.16,14
SC 24,42026QU1689631,SC,Bronze,402.47,24
MS 1,30332HH1351121,MS,Silver,261.36,1
OH 3,62889WV3421553,OH,Catastrophic,207.32,3
SC 32,91351GB4513850,SC,Bronze,260.68,32
TX 3,58846VD0033059,TX,Bronze,205.19,3
FL 52,74396WZ8981773,FL,Platinum,361.48,52
OH 7,40730HV2611265,OH,Bronze,267.51,7
SC 16,89477LF3353981,SC,Catastrophic,236.78,16
MO 1,43543KJ6488893,MO,Silver,287.55,1
FL 46,92875WV1109521,FL,Silver,378.04,46
OH 1,06288HI1800798,OH,Silver,350.48,1
AZ 6,82385BL8029796,AZ,Gold,307.18,6
GA 5,09637KR7097076,GA,Bronze,224.21,5
TX 22,75673BW8447046,TX,Silver,327.89,22
NE 2,99609TX2640115,NE,Silver,347.09,2
IN 9,88829CX0676210,IN,Silver,485.19,9
WI 6,02767FI4910061,WI,Silver,302.45,6
IN 11,13670IP2944550,IN,Bronze,411.8,11
AZ 6,39017QS4903759,AZ,Silver,183.93,6
SC 37,17372NU8863673,SC,Silver,462.98,37
PA 7,36497SY2134746,PA,Bronze,296.26,7
OH 14,89701ZE7082844,OH,Catastrophic,196.28,14
AZ 3,17895PS8060911,AZ,Silver,255.96,3
FL 49,19321LT8819681,FL,Silver,389.18,49
AR 1,26411KF8107021,AR,Gold,398.41,1
FL 31,78918TN1653180,FL,Platinum,404.75,31
IN 16,79619QT8503828,IN,Gold,296.8,16
FL 39,43000LI8436667,FL,Catastrophic,243.85,39
PA 5,28816KK8030473,PA,Gold,270.59,5
OH 7,37997GF7656440,OH,Silver,440.36,7
SC 12,41530UF7100537,SC,Silver,306.27,12
OH 4,40600KR6792829,OH,Gold,296.32,4
AZ 6,81416NG6773140,AZ,Silver,194.72,6
GA 13,19285IE0130186,GA,Gold,370.47,13
TN 6,42616BU3884817,TN,Bronze,213.03,6
UT 6,92051UX8041256,UT,Bronze,211.84,6
OH 7,20934FH5580956,OH,Silver,329.96,7
LA 2,08017WR9505815,LA,Gold,335.12,2
SC 12,01886GC1736054,SC,Bronze,263.5,12
WI 11,79343SL2506612,WI,Silver,327.43,11
FL 43,55587SE5767563,FL,Silver,408.72,43
NE 4,89660BN5254392,NE,Bronze,250.16,4
AL 3,03801QV0301694,AL,Silver,273.52,3
SC 6,79432RR4745505,SC,Silver,332.85,6
FL 45,30630VW5887335,FL,Gold,326.41,45
OH 1,33681TY2992945,OH,Silver,347.5,1
WI 11,17255OG7880086,WI,Catastrophic,168.06,11
MI 7,56599EE4605537,MI,Bronze,274.54,7
FL 48,98528HL5271685,FL,Silver,346.18,48
IN 6,94287AU9903980,IN,Bronze,252.01,6
IN 9,82396IE1647796,IN,Silver,338.88,9
FL 19,82452FG6432930,FL,Silver,441.53,19
NV 3,76992WZ5651346,NV,Silver,374.97,3
GA 7,48675NN8610220,GA,Bronze,261.82,7
WI 16,18968SB9174855,WI,Gold,438.84,16
SC 38,39613SX9231958,SC,Bronze,227.86,38
AZ 6,64398GN3785223,AZ,Catastrophic,161.86,6
SC 19,04569DE1412391,SC,Bronze,277.58,19
NV 3,14571IO9789595,NV,Silver,403.65,3
TN 4,10873LL8391303,TN,Silver,323.1,4
NV 1,64751SD9039852,NV,Silver,231.52,1
GA 4,12950CK7285029,GA,Catastrophic,200.11,4
OH 5,78713SI8923106,OH,Bronze,278.09,5
WI 12,04875UC4298219,WI,Silver,396.48,12
MI 4,68116RI7393329,MI,Bronze,304.75,4
OK 2,88590MV1544844,OK,Gold,294.82,2
SC 21,62798VG9072736,SC,Gold,358.52,21
WI 2,66027KO3845425,WI,Bronze,295.99,2
SC 41,16736JH7318940,SC,Gold,335.46,41
WI 14,18515PT5484951,WI,Bronze,284.34,14
SC 17,82893DJ3853670,SC,Silver,310.91,17
AZ 6,05577HS2853311,AZ,Silver,232.82,6
WI 15,74646LF7972113,WI,Silver,389.56,15
FL 16,12007UG2056498,FL,Silver,324.06,16
FL 38,83753QE0230440,FL,Bronze,339.15,38
SC 29,62984HW1300938,SC,Silver,297.05,29
MS 4,60059LU3959128,MS,Bronze,260.16,4
IL 6,47748CB6705356,IL,Bronze,267.44,6
AZ 4,72171UN3005543,AZ,Bronze,200.99,4
IN 14,77565DS0969555,IN,Silver,387.12,14
OH 12,25495NR8323817,OH,Bronze,260.49,12
OR 1,08440QH5101469,OR,Silver,232.33,1
MS 2,71698NN9726978,MS,Bronze,216.05,2
IL 11,34253ON1068887,IL,Silver,264.83,11
TN 6,99307WT5304629,TN,Bronze,253.33,6
IL 12,93795KK1414329,IL,Gold,350.85,12
FL 50,55570XD5748227,FL,Silver,280.06,50
IL 3,30612NM4657646,IL,Silver,300.54,3
SC 12,10159XG2263931,SC,Gold,355.31,12
LA 4,27263PH2339527,LA,Gold,438.57,4
OH 3,09941OP6194217,OH,Bronze,242.19,3
GA 15,50767TY0738695,GA,Silver,315.74,15
SC 46,50470XK0880998,SC,Silver,300.87,46
NC 13,53944LT6160745,NC,Gold,421.58,13
GA 12,11610YM5267050,GA,Silver,425.52,12
GA 13,11468HL4444545,GA,Bronze,235.28,13
TX 26,01195PM8296113,TX,Gold,416.25,26
ND 4,81078XV1698716,ND,Silver,302.28,4
OH 5,61286EH6472063,OH,Gold,346.4,5
IN 7,48796IV2895168,IN,Silver,343.83,7
OH 17,80520VW7828202,OH,Bronze,311.64,17
MI 10,04558RB0546565,MI,Silver,341.98,10
SC 37,33435SG0516557,SC,Silver,308.66,37
GA 13,06766EU3660804,GA,Bronze,272.12,13
MO 5,01576WR8251558,MO,Silver,305.55,5
LA 1,51727FZ4585560,LA,Silver,322.63,1
TX 10,09144QJ6474865,TX,Silver,266.72,10
TX 1,55768CU0259139,TX,Bronze,267.35,1
OH 4,77069NG5657000,OH,Catastrophic,179.9,4
MI 5,27717OK6242693,MI,Gold,348.08,5
VA 1,24715BO2371327,VA,Gold,360.89,1
FL 28,60255EV7296157,FL,Bronze,255.88,28
OK 3,84356RH3066148,OK,Silver,315.54,3
WI 15,07363FI7473526,WI,Silver,338.15,15
MI 10,87162XS5260465,MI,Bronze,292.26,10
OR 2,76033RV5158272,OR,Catastrophic,159.31,2
FL 21,97536AJ0925527,FL,Platinum,416.97,21
OH 9,58231YZ4883025,OH,Gold,521.28,9
FL 65,21584JU7040018,FL,Gold,324.1,65
TX 19,54693BY3607391,TX,Bronze,251.52,19
OH 12,03165AI1508729,OH,Gold,364.69,12
GA 4,44587WV9844144,GA,Gold,411.02,4
NC 6,48732MU8394610,NC,Bronze,269.27,6
VA 8,24906GT9035279,VA,Gold,360.21,8
AZ 7,47154MT0556927,AZ,Platinum,601.74,7
FL 14,33521JJ4783903,FL,Bronze,334.29,14
IN 4,27617ND7498721,IN,Bronze,382.78,4
WY 3,38934WG7741580,WY,Bronze,403.69,3
IL 2,64387BJ6180877,IL,Bronze,382.46,2
SC 16,33137JO9316041,SC,Gold,351.21,16
FL 64,42898IQ0164513,FL,Silver,369.04,64
UT 6,90727DY6724908,UT,Bronze,195.72,6
FL 57,70311YV9568509,FL,Platinum,566.48,57
OH 2,70771FS1692083,OH,Silver,317.64,2
PA 8,04587SM5882821,PA,Gold,455.5,8
TN 7,35167PH4376383,TN,Silver,264.68,7
OK 5,10083GH6849378,OK,Gold,323.6,5
IL 8,35893VM1860853,IL,Gold,322.3,8
SC 21,42310EX4854990,SC,Gold,343.76,21
OR 3,80586VT4234278,OR,Bronze,198,3
FL 34,91435HE6484554,FL,Platinum,424.53,34
TX 10,95436XK5984986,TX,Bronze,218.92,10
NM 3,95125IE9238512,NM,Gold,316.89,3
FL 66,12171PE7561532,FL,Silver,327.8,66
SC 36,11988QD9428657,SC,Silver,296.16,36
SC 4,98871RL5033361,SC,Gold,338.81,4
IN 1,19098JV1176029,IN,Silver,386.42,1
TX 9,30564VH4065187,TX,Bronze,236.68,9
IA 3,76605RH9615229,IA,Silver,346.54,3
WI 12,16622EQ4622420,WI,Silver,347.31,12
SC 23,09936OQ9495407,SC,Catastrophic,230.35,23
OR 3,40169IT5735415,OR,Gold,287.63,3
WV 3,04642ME0795080,WV,Bronze,269.75,3
FL 30,73339ET2593285,FL,Gold,407.85,30
MI 6,96216RU3738781,MI,Bronze,228.59,6
FL 14,09051OY6110584,FL,Silver,356.22,14
SC 46,64650EQ6875536,SC,Silver,297.21,46
PA 6,97803VY1703796,PA,Bronze,185.91,6
PA 4,36392OY2772905,PA,Silver,269.43,4
IN 6,39211BL0777532,IN,Bronze,279.19,6
WI 16,31523MC6208463,WI,Bronze,257.18,16
WI 10,45516RS8085938,WI,Bronze,244.08,10
WI 12,86781ON7162522,WI,Bronze,345.52,12
OH 4,87580KI4677622,OH,Bronze,190.14,4
SC 39,07406CA4607926,SC,Silver,302.78,39
SC 36,37283KU8623731,SC,Gold,341.86,36
OH 10,37542JC5039136,OH,Gold,423.48,10
LA 6,41153TJ1098412,LA,Gold,427.33,6
FL 16,79649MY4194894,FL,Platinum,391.8,16
OR 7,56104VJ3862738,OR,Bronze,182,7
GA 3,11917MN5187559,GA,Silver,326,3
OH 15,89818PJ4103538,OH,Silver,311.17,15
IN 10,85431VM2334900,IN,Silver,392.8,10
OR 1,46025PM5113761,OR,Bronze,172.63,1
OR 1,32179YS8576627,OR,Bronze,189,1
FL 22,29766PF1709880,FL,Silver,314.09,22
AZ 1,21648XT4762217,AZ,Platinum,545.5,1
ND 1,11350NQ6596410,ND,Silver,318.27,1
FL 60,08229HX0834133,FL,Bronze,299.59,60
OR 5,78989VO5770396,OR,Gold,310.36,5
MT 4,37475VC0292285,MT,Bronze,229.05,4
AZ 6,73653OW1387374,AZ,Gold,277.34,6
MI 5,82168ON6078120,MI,Gold,363.7106903,5
TX 15,60818MG9722233,TX,Gold,359.15,15
LA 3,43614AQ0071626,LA,Silver,364.33,3
PA 6,45993IQ7834200,PA,Silver,198.32,6
SC 2,26702NB0206576,SC,Bronze,280.26,2
MI 1,18901SD2592878,MI,Silver,293.32,1
SC 28,19550JV5812185,SC,Gold,361.92,28
FL 11,05633VL9095846,FL,Bronze,301.62,11
VA 3,85726YW5310110,VA,Catastrophic,219.17,3
PA 2,05768HT8084203,PA,Silver,193.62,2
FL 56,90586SP2092056,FL,Silver,350.54,56
AR 3,85271YG1053574,AR,Bronze,239.41,3
LA 7,14542SA2486489,LA,Silver,346.16,7
PA 2,22981YE4228411,PA,Silver,232.17,2
TX 18,57998OK6439281,TX,Silver,394.32,18
NM 5,49637FN7199265,NM,Silver,228.22,5
OH 5,21691SG1017172,OH,Gold,379.57,5
SC 8,19595HJ5502852,SC,Silver,300.09,8
NM 5,24641UO2134690,NM,Bronze,182.01,5
MI 12,85412XD8076340,MI,Bronze,242.56,12
IL 6,49209GX6884847,IL,Catastrophic,239.51,6
GA 3,37141IY5039716,GA,Bronze,225.14,3
SC 8,60873YJ9612253,SC,Silver,306.47,8
SC 29,15291TW6612538,SC,Platinum,669.61,29
MS 4,95949RJ6736183,MS,Bronze,298.31,4
FL 34,17858PY8354574,FL,Catastrophic,195.82,34
FL 50,55759JO3066704,FL,Silver,357.59,50
AZ 6,63335PS7831010,AZ,Bronze,181.71,6
MI 3,05273XN7121504,MI,Bronze,220.34,3
MI 1,78603NO6473580,MI,Silver,316.75,1
SC 14,76904MB9569714,SC,Gold,336.3,14
OH 15,33763XL0574162,OH,Gold,380.37,15
AL 11,98924WN0600404,AL,Bronze,206.72,11
TX 15,82875KF8408211,TX,Silver,301.7,15
NC 4,93871SA9992613,NC,Platinum,429.05,4
WI 12,60835RN0737419,WI,Bronze,298.22,12
FL 47,89651NS3049982,FL,Silver,387.13,47
WI 11,07509EM5534657,WI,Platinum,524.92,11
MI 2,01259ZT4700627,MI,Silver,237.52,2
LA 8,00639FA6957274,LA,Silver,349.05,8
MI 1,66705YC4324808,MI,Bronze,211.45,1
SC 26,13832IC3816410,SC,Silver,292.89,26
TX 7,77977SP5776544,TX,Bronze,290.07,7
VA 9,94071EO6669063,VA,Catastrophic,208.56,9
AZ 1,24963WH2774800,AZ,Gold,247.66,1
PA 2,78174XB3261165,PA,Catastrophic,167.43,2
SC 19,48689YS8687306,SC,Bronze,277.61,19
WI 2,75493IU9055802,WI,Bronze,235.29,2
WI 9,83618LH6858424,WI,Silver,328.31,9
NC 15,67450YV4465055,NC,Bronze,254.01,15
IL 3,61174UU7410789,IL,Bronze,262.18,3
FL 40,75073JB2203035,FL,Silver,340.68,40
TN 3,89687NJ3282651,TN,Gold,397.66,3
TX 11,42227SS1564237,TX,Silver,279.64,11
OH 7,43468IO7079218,OH,Silver,346.64,7
IL 5,22487DD0980056,IL,Gold,374.69,5
FL 51,81431LP1864270,FL,Silver,324.98,51
MI 9,60730ER7855071,MI,Gold,356.62,9
OH 15,71649IY1419220,OH,Gold,322.45,15
SC 36,97410HT3075163,SC,Silver,303.32,36
TX 15,00637ZO6812023,TX,Silver,206.73,15
IN 16,01026YH9737598,IN,Bronze,217.38,16
OH 3,72398AQ6117247,OH,Bronze,236.82,3
UT 4,56999BP8368500,UT,Silver,225.23,4
VA 2,72366CC8110364,VA,Catastrophic,263.17,2
FL 62,71761UQ2487905,FL,Platinum,456.37,62
OH 5,07649BU2086251,OH,Bronze,284.43,5
WY 2,02172XX6534956,WY,Bronze,373.79,2
WY 2,60016OT5747024,WY,Platinum,549.15,2
FL 31,20432PK5264219,FL,Silver,331.91,31
MI 15,52859JX2425610,MI,Gold,361.03,15
OH 15,42136PD5883134,OH,Bronze,254.08,15
GA 3,05835QC3719722,GA,Silver,271.3,3
SC 45,55462CV7611776,SC,Bronze,273.14,45
GA 3,51348BS7557458,GA,Silver,307.61,3
GA 13,15065DF2312432,GA,Bronze,326.03,13
UT 3,85143GH2998598,UT,Silver,246.75,3
PA 4,50764IB8559047,PA,Silver,192.52,4
FL 7,30138PE1014592,FL,Gold,333.78,7
IN 17,53815ME0015819,IN,Platinum,653.63,17
OK 2,17927NW3898778,OK,Bronze,183.72,2
FL 56,54443JO5092173,FL,Silver,309.02,56
TX 3,75969FX8342698,TX,Bronze,238.57,3
NM 3,35855MN0288299,NM,Bronze,230.72,3
TX 2,27237PN4652317,TX,Gold,311.34,2
NM 5,11298BR2937512,NM,Gold,355.75,5
GA 2,49844JT0113900,GA,Bronze,185.11,2
TX 19,79090SC5339951,TX,Silver,238.94,19
AR 7,85808GG7298875,AR,Gold,341.53,7
OH 9,54130SM5480461,OH,Silver,342.69,9
MS 4,85551IB8351563,MS,Bronze,318.64,4
FL 49,24746AG7632759,FL,Bronze,354.75,49
NC 5,83252QA3391584,NC,Gold,379.86,5
NC 9,97602DW5831403,NC,Platinum,337.45,9
FL 42,00165PK9695885,FL,Gold,431.16,42
PA 5,80354BE7202128,PA,Gold,289.24,5
SC 26,62421RO0428887,SC,Silver,503.56,26
FL 55,93837OA6380457,FL,Silver,260.94,55
AZ 4,16292BC4901490,AZ,Silver,234.32,4
WI 6,25884LQ8402161,WI,Silver,324.59,6
ME 3,04196PK0345887,ME,Catastrophic,222.07,3
OR 4,22847YB4067235,OR,Catastrophic,216,4
SC 37,65696PC2770849,SC,Silver,307.55,37
WI 1,11955FU8112403,WI,Silver,437.27,1
WI 14,96302NJ5617028,WI,Catastrophic,205.83,14
FL 23,37741WI1025644,FL,Silver,324.61,23
OR 5,69575UC4230585,OR,Silver,244,5
OK 5,16679IQ0636950,OK,Catastrophic,173.09,5
FL 53,84945IP9264320,FL,Platinum,514.78,53
SC 28,88922ZR9765933,SC,Silver,269.98,28
FL 54,16953UC6889747,FL,Bronze,226,54
LA 1,19378KY2511728,LA,Platinum,490.95,1
WI 12,31687CR2721156,WI,Bronze,264.19,12
IN 5,30395LN3648118,IN,Gold,420.81,5
NE 3,08170PT0160198,NE,Gold,477.72,3
FL 57,89717KV4790562,FL,Platinum,511.03,57
SC 46,78809WI6944765,SC,Bronze,281.38,46
SC 45,43213IL2349616,SC,Silver,294.17,45
SC 7,43630IM8604867,SC,Silver,241.95,7
IL 9,68590EI7783296,IL,Silver,290.74,9
GA 16,66614BI9898142,GA,Bronze,199.09,16
AZ 2,68359GH8061974,AZ,Bronze,263.48,2
OH 3,85702QA4554928,OH,Silver,302.12,3
IL 10,71194DT5679214,IL,Silver,299.04,10
MI 8,38266CS8012084,MI,Silver,263.48,8
TX 10,56677GB9981001,TX,Silver,266.97,10
FL 44,31040WR2728755,FL,Silver,511.22,44
WI 9,24171JX8092425,WI,Silver,368.89,9
SC 39,81175QI2787438,SC,Silver,302.99,39
NE 4,44570NX1196022,NE,Gold,428.66,4
MS 6,14746NT8595002,MS,Silver,278.39,6
MT 4,12972FE2622543,MT,Gold,355.03,4
IN 10,03282TB7112392,IN,Gold,483.55,10
GA 4,58771AG2671207,GA,Gold,368.59,4
OK 3,79276DN3181247,OK,Catastrophic,207.62,3
MI 4,30603HW7867446,MI,Silver,339.67,4
NC 11,16927EW6737208,NC,Bronze,296.57,11
PA 8,70956LY4057688,PA,Platinum,453.76,8
GA 13,90241TO7715916,GA,Bronze,226,13
SC 40,41677FG7973065,SC,Gold,366.93,40
MI 12,42106IX2315227,MI,Bronze,191.56,12
MS 6,08016XN8294462,MS,Bronze,206.67,6
MI 3,91388FL7897198,MI,Catastrophic,189.54,3
WI 15,27807LO5304363,WI,Platinum,426.49,15
GA 1,90737UT9821664,GA,Bronze,325.79,1
OH 11,20147CS9711217,OH,Bronze,206.83,11
SC 45,72872KV8856298,SC,Gold,358.52,45
MI 12,39248LE1284059,MI,Gold,381.04,12
OR 5,18114KL1876650,OR,Silver,306,5
KS 1,24853YI4118811,KS,Bronze,190.85,1
AZ 4,25701ID8366020,AZ,Bronze,149.43,4
NC 8,31949JJ8903581,NC,Gold,386.36,8
GA 3,78576JU8107355,GA,Gold,316.63,3
SC 23,58087YZ6401298,SC,Catastrophic,184.33,23
NC 13,25429TI1745113,NC,Gold,447.95,13
MI 7,14573YP2757002,MI,Gold,349.64,7
WI 9,00471IT5775200,WI,Bronze,335.3,9
IA 5,49478KM3031012,IA,Bronze,189.56,5
NM 2,19531CN8938603,NM,Gold,261.89,2
ND 1,44820OE7519288,ND,Bronze,259.14,1
SC 39,82548XD0124705,SC,Gold,326.72,39
SC 20,78881WG4359209,SC,Silver,300.09,20
MI 4,60725GU5434903,MI,Gold,393.03,4
WI 1,92448GD7062793,WI,Bronze,295.24,1
SC 23,01400UX5436550,SC,Silver,295.27,23
FL 45,24925XU5906179,FL,Silver,324.61,45
IL 1,72700GX5192856,IL,Bronze,374.88,1
IN 3,94356ER4857515,IN,Catastrophic,214.76,3
MT 1,28343VB2720800,MT,Gold,393.9,1
VA 10,11096EH6662129,VA,Silver,293.66,10
IN 16,60229BD0595624,IN,Silver,204.31,16
IN 17,55678FX1455435,IN,Silver,474.9,17
NE 1,22411BK7904577,NE,Bronze,250.16,1
FL 17,95694SK4779539,FL,Gold,397.35,17
OR 2,04786AF2407456,OR,Catastrophic,184.29,2
TN 1,07192IM2713099,TN,Gold,359.56,1
IN 11,66280VJ6263858,IN,Bronze,281.81,11
SC 11,53739IQ3450089,SC,Silver,298.32,11
OR 6,87067CO0337026,OR,Bronze,250,6
SC 13,33743SL5023165,SC,Silver,285.89,13
IN 5,09510KT8819017,IN,Bronze,289.45,5
SC 39,97532LJ5127161,SC,Silver,293.4,39
AZ 6,59595GC3369110,AZ,Bronze,149.18,6
OH 9,19684HN5243587,OH,Bronze,295.09,9
FL 50,12494LX8895986,FL,Silver,321.23,50
WI 15,82866ES4756243,WI,Silver,325.4,15
SC 24,47791YC2239592,SC,Silver,310.12,24
SC 1,74697JY6279839,SC,Gold,339.95,1
PA 7,53031DE3438447,PA,Catastrophic,160.54,7
AR 1,16252DI7479507,AR,Bronze,253.97,1
VA 7,92110XB3225734,VA,Silver,235.45,7
IL 11,12856XV5001753,IL,Catastrophic,209.95,11
OH 4,50466IK1282421,OH,Platinum,325.9,4
